OrphaCode,Name,Linearization Class
1164,Allergic bronchopulmonary aspergillosis,Rare respiratory disease
93925,Alobar holoprosencephaly,Rare developmental defect during embryogenesis
1006,Alopecia antibody deficiency,Rare skin disease
700,Alopecia totalis,Rare skin disease
701,Alopecia universalis,Rare skin disease
1005,Alopecia-contractures-dwarfism-intellectual disability syndrome,Rare developmental defect during embryogenesis
1008,Alopecia-epilepsy-pyorrhea-intellectual disability syndrome,Rare developmental defect during embryogenesis
2850,Alopecia-intellectual disability syndrome,Rare developmental defect during embryogenesis
1014,Alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome,Rare developmental defect during embryogenesis
726,Alpers-Huttenlocher syndrome,Rare inborn errors of metabolism
734,Alpha delta granule deficiency,Rare hematologic disease
60,Alpha-1-antitrypsin deficiency,Rare respiratory disease
399058,Alpha-B crystallin-related late-onset myopathy,Rare neurologic disease
280333,Alpha-dystroglycan-related limb-girdle muscular dystrophy R16,Rare neurologic disease
100025,Alpha-heavy chain disease,Rare neoplastic disease
61,Alpha-mannosidosis,Rare inborn errors of metabolism
309288,"Alpha-mannosidosis, adult form",Rare inborn errors of metabolism
309282,"Alpha-mannosidosis, infantile form",Rare inborn errors of metabolism
3137,Alpha-N-acetylgalactosaminidase deficiency,Rare inborn errors of metabolism
79279,Alpha-N-acetylgalactosaminidase deficiency type 1,Rare inborn errors of metabolism
79280,Alpha-N-acetylgalactosaminidase deficiency type 2,Rare inborn errors of metabolism
79281,Alpha-N-acetylgalactosaminidase deficiency type 3,Rare inborn errors of metabolism
62,Alpha-sarcoglycan-related limb-girdle muscular dystrophy R3,Rare neurologic disease
846,Alpha-thalassemia,Rare hematologic disease
98791,Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16,Rare developmental defect during embryogenesis
231401,Alpha-thalassemia-myelodysplastic syndrome,Rare hematologic disease
847,Alpha-thalassemia-X-linked intellectual disability syndrome,Rare developmental defect during embryogenesis
597887,ALPI-related inflammatory bowel disease,Rare gastroenterologic disease
63,Alport syndrome,Rare renal disease
86818,Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome,Rare developmental defect during embryogenesis
64,Alström syndrome,Rare developmental defect during embryogenesis
2131,Alternating hemiplegia of childhood,Rare neurologic disease
284,Alveolar echinococcosis,Rare infectious disease
99756,Alveolar rhabdomyosarcoma,Rare neoplastic disease
163699,Alveolar soft tissue sarcoma,Rare neoplastic disease
93561,ALys amyloidosis,Rare renal disease
1021,Amaurosis-hypertrichosis syndrome,Rare ophthalmic disorder
294969,Amelia of lower limb,Rare developmental defect during embryogenesis
294967,Amelia of upper limb,Rare developmental defect during embryogenesis
314422,Ameloblastic carcinoma,Rare neoplastic disease
314419,Ameloblastoma,Rare neoplastic disease
1946,Amelocerebrohypohidrotic syndrome,Rare developmental defect during embryogenesis
88661,Amelogenesis imperfecta,Rare odontologic disease
1028,Amelo-onycho-hypohidrotic syndrome,Rare developmental defect during embryogenesis
3386,American trypanosomiasis,Rare infectious disease
1908,Aminopterin/methotrexate embryofetopathy,Rare developmental defect during embryogenesis
99742,Amish lethal microcephaly,Rare developmental defect during embryogenesis
98902,Amish nemaline myopathy,Rare neurologic disease
617304,Amniotic fluid embolism,Rare gynecologic or obstetric disease
67,Amoebiasis due to Entamoeba histolytica,Rare infectious disease
68,Amoebiasis due to free-living amoebae,Rare infectious disease
67043,Amoebic keratitis,Rare infectious disease
319635,Amyloidosis cutis dyschromia,Rare skin disease
645617,Amyopathic dermatomyositis,Rare systemic or rheumatologic disease
803,Amyotrophic lateral sclerosis,Rare neurologic disease
357043,Amyotrophic lateral sclerosis type 4,Rare neurologic disease
228113,Anal fistula,Rare gastroenterologic disease
251589,Anaplastic astrocytoma,Rare neoplastic disease
251646,Anaplastic ependymoma,Rare neoplastic disease
251957,Anaplastic ganglioglioma,Rare neoplastic disease
98841,Anaplastic large cell lymphoma,Rare neoplastic disease
251663,Anaplastic oligoastrocytoma,Rare neoplastic disease
251630,Anaplastic oligodendroglioma,Rare neoplastic disease
142,Anaplastic thyroid carcinoma,Rare neoplastic disease
251855,Anaplastic/large cell medulloblastoma,Rare neoplastic disease
93347,Anauxetic dysplasia,Rare bone disease
37553,Andersen-Tawil syndrome,Rare neurologic disease
157954,ANE syndrome,Rare developmental defect during embryogenesis
1054,Aneurysm of sinus of Valsalva,Rare developmental defect during embryogenesis
480553,Aneurysmal bone cyst,Rare bone disease
284984,Aneurysm-osteoarthritis syndrome,Rare systemic or rheumatologic disease
72,Angelman syndrome,Rare neurologic disease
411511,Angelman syndrome due to a point mutation,Rare neurologic disease
411515,Angelman syndrome due to imprinting defect in 15q11-q13,Rare neurologic disease
98794,Angelman syndrome due to maternal 15q11q13 deletion,Rare developmental defect during embryogenesis
98795,Angelman syndrome due to paternal uniparental disomy of chromosome 15,Rare developmental defect during embryogenesis
63442,Angel-shaped phalango-epiphyseal dysplasia,Rare bone disease
251671,Angiocentric glioma,Rare neoplastic disease
86886,Angioimmunoblastic T-cell lymphoma,Rare neoplastic disease
95429,Angioma serpiginosum,Rare skin disease
569164,Angiomatoid fibrous histiocytoma,Rare neoplastic disease
75508,Angioosteohypotrophic syndrome,Rare developmental defect during embryogenesis
263413,Angiosarcoma,Rare neoplastic disease
74,Angiostrongyliasis,Rare infectious disease
370039,Angora hair nevus,Rare skin disease
69088,Anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome,Rare developmental defect during embryogenesis
1069,Aniridia-absent patella syndrome,Rare developmental defect during embryogenesis
1065,Aniridia-cerebellar ataxia-intellectual disability syndrome,Rare developmental defect during embryogenesis
1068,Aniridia-intellectual disability syndrome,Rare developmental defect during embryogenesis
1067,Aniridia-ptosis-intellectual disability-familial obesity syndrome,Rare developmental defect during embryogenesis
1064,Aniridia-renal agenesis-psychomotor retardation syndrome,Rare developmental defect during embryogenesis
1070,Anisakiasis,Rare infectious disease
356996,ANK3-related intellectual disability-sleep disturbance syndrome,Rare neurologic disease
1072,Ankyloblepharon filiforme adnatum-cleft palate syndrome,Rare developmental defect during embryogenesis
1074,Ankyloblepharon filiforme adnatum-imperforate anus syndrome,Rare developmental defect during embryogenesis
1071,Ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,Rare developmental defect during embryogenesis
2206,Ankylosing vertebral hyperostosis with tylosis,Rare developmental defect during embryogenesis
78,Ankylostomiasis,Rare infectious disease
254411,Annular atrophic lichen planus,Rare skin disease
281139,Annular epidermolytic ichthyosis,Rare skin disease
254424,Annular lichen planus,Rare skin disease
675,Annular pancreas,Rare developmental defect during embryogenesis
206549,Anoctamin-5-related limb-girdle muscular dystrophy R12,Rare neurologic disease
99797,Anodontia,Rare odontologic disease
541443,Anomalous aortic origin of the left coronary artery,Rare developmental defect during embryogenesis
541454,Anomalous aortic origin of the right coronary artery,Rare developmental defect during embryogenesis
541507,Anomalous origin of coronary artery from the pulmonary artery,Rare developmental defect during embryogenesis
101932,Anomaly of the mitral subvalvular apparatus,Rare developmental defect during embryogenesis
94150,Anonychia congenita totalis,Rare skin disease
69125,Anonychia with flexural pigmentation,Rare skin disease
1094,Anonychia-microcephaly syndrome,Rare developmental defect during embryogenesis
90390,Anonychia-onychodystrophy syndrome,Rare skin disease
1104,Anophthalmia plus syndrome,Rare developmental defect during embryogenesis
77298,Anophthalmia/microphthalmia-esophageal atresia syndrome,Rare developmental defect during embryogenesis
1101,Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome,Rare developmental defect during embryogenesis
93976,Anotia,Rare developmental defect during embryogenesis
2987,Antecubital pterygium syndrome,Rare skin disease
178148,Antenatal multiminicore disease with arthrogryposis multiplex congenita,Rare neurologic disease
51890,Anterior cutaneous nerve entrapment syndrome,Rare neurologic disease
562559,Anterior maxillary protrusion-strabismus-intellectual disability syndrome,Rare neurologic disease
435372,Anterior urethral valve,Rare developmental defect during embryogenesis
375,Anti-glomerular basement membrane disease,Rare systemic or rheumatologic disease
2194,Anti-HLA hyperimmunization,Rare immune disease
454710,Anti-p200 pemphigoid,Rare skin disease
80,Antiphospholipid syndrome,Rare systemic or rheumatologic disease
81,Antisynthetase syndrome,Rare systemic or rheumatologic disease
83,Antley-Bixler syndrome,Rare developmental defect during embryogenesis
63269,Antley-Bixler syndrome with genital anomaly and disorder of steroidogenesis,Rare developmental defect during embryogenesis
596008,Antley-Bixler syndrome without genital anomaly or disorder of steroidogenesis,Rare developmental defect during embryogenesis
1457,Aorta coarctation,Rare developmental defect during embryogenesis
1110,Aortic arch anomaly-facial dysmorphism-intellectual disability syndrome,Rare developmental defect during embryogenesis
2299,Aortic arch interruption,Rare developmental defect during embryogenesis
99071,Aorto-left ventricular tunnel,Rare developmental defect during embryogenesis
99070,Aorto-right ventricular tunnel,Rare developmental defect during embryogenesis
3400,Aorto-ventricular tunnel,Rare developmental defect during embryogenesis
247806,APC-related attenuated familial adenomatous polyposis,Rare gastroenterologic disease
87,Apert syndrome,Rare developmental defect during embryogenesis
1112,Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome,Rare developmental defect during embryogenesis
1113,Aphalangy-syndactyly-microcephaly syndrome,Rare developmental defect during embryogenesis
324540,Aphonia-deafness-retinal dystrophy-bifid halluces-intellectual disability syndrome,Rare developmental defect during embryogenesis
1114,Aplasia cutis congenita,Rare skin disease
1116,Aplasia cutis congenita-intestinal lymphangiectasia syndrome,Rare developmental defect during embryogenesis
1117,Aplasia cutis-myopia syndrome,Rare developmental defect during embryogenesis
86815,Aplasia of lacrimal and salivary glands,Rare ophthalmic disorder
611216,Aplastic anemia-intellectual disability-dwarfism syndrome,Rare hematologic disease
99981,Apnea of prematurity,Rare respiratory disease
294986,Apodia,Rare developmental defect during embryogenesis
425,Apolipoprotein A-I deficiency,Rare endocrine disease
320,Apparent mineralocorticoid excess,Rare endocrine disease
566857,Aprosencephaly,Rare developmental defect during embryogenesis
1126,Aprosencephaly cerebellar dysgenesis,Rare developmental defect during embryogenesis
566847,Aprosencephaly/atelencephaly spectrum,Rare developmental defect during embryogenesis
498359,Aquagenic palmoplantar keratoderma,Rare skin disease
1129,Arachnodactyly-abnormal ossification-intellectual disability syndrome,Rare developmental defect during embryogenesis
1130,Arachnodactyly-intellectual disability-dysmorphism syndrome,Rare developmental defect during embryogenesis
2356,Arachnoid cyst,Rare developmental defect during embryogenesis
137817,Arachnoiditis,Rare neurologic disease
1133,AREDYLD syndrome,Rare developmental defect during embryogenesis
101096,Aregenerative anemia,Rare neoplastic disease
319223,Argentine hemorrhagic fever,Rare infectious disease
90,Argininemia,Rare inborn errors of metabolism
23,Argininosuccinic aciduria,Rare inborn errors of metabolism
60014,Argyria,Rare disorder due to toxic effects
