GardID	ORPHAcode	SourceName	SNOMED concept ID
9489	180188	Isolated congenital breast hypoplasia/aplasia	271020004
6205	581271	Cramp-fasciculation syndrome	230652001
9233	268882	Arnold-Chiari malformation type I	253185002
9239	90020	Parkinson-dementia complex of Guam	838276009
9494	79091	Hereditary inclusion body myopathy-joint contractures-ophthalmoplegia syndrome	724349009
9242	164736	Familial advanced sleep-phase syndrome	715829003
6333	199647	Isolated encephalocele	1263449003
6336	2022	Endocardial fibroelastosis	65457005
6337	570762	Infective endocarditis	233850007
6339	213711	Endometrial stromal sarcoma	1260116000
9276	98961	Reis-Bücklers corneal dystrophy	231930000
9277	98967	Schnyder corneal dystrophy	419395007
9280	1415	Cholestasis-pigmentary retinopathy-cleft palate syndrome	720636001
9281	404560	Familial atypical multiple mole melanoma syndrome	254819008
9282	370131	White platelet syndrome	718553004
5973	543	Burkitt lymphoma	118617000
5975	352763	Scleredema	95323007
6263	221	Dermatomyositis	402425006
5994	100093	Carcinoid syndrome	35868009
6010	79489	Macrocystic lymphatic malformation	1157156002
6288	233	Duane retraction syndrome	60318001
6033	98979	Chandler syndrome	392481002
10034	231013	Congenital trigeminal anesthesia	763218005
10037	85110	Familial encephalopathy with neuroserpin inclusion bodies	702421006
9848	71278	Congenital brain dysgenesis due to glutamine synthetase deficiency	124704002
10093	225123	Hemochromatosis type 3	719974003
9870	71212	Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency	721236002
9987	275	Severe combined immunodeficiency due to DCLRE1C deficiency	715982006
9879	2639	Fibular aplasia-complex brachydactyly syndrome	715474004
9882	168588	Hyperandrogenism due to cortisone reductase deficiency	783696009
9884	86834	Juvenile myelomonocytic leukemia	445227008
9887	251287	Benign concentric annular macular dystrophy	719520001
9528	210	Cyclosporosis	716860005
9534	2566	Chronic Epstein-Barr virus infection syndrome	773738009
10057	168454	Spondyloepimetaphyseal dysplasia, Geneviève type	773303005
9732	98956	Epithelial basement membrane dystrophy	373426005
9740	334	Familial atrial fibrillation	715395008
9550	576370	Variant Creutzfeldt-Jakob disease	304603007
9932	165991	Exercise-induced hyperinsulinism	715830008
9742	78	Ankylostomiasis	63479002
9749	220407	Limited systemic sclerosis	299276009
9553	70568	Post-transplant lymphoproliferative disease	254290004
9647	98957	Gelatinous drop-like corneal dystrophy	419900000
9654	330058	Hydroa vacciniforme	200837006
9571	422526	Hereditary clear cell renal cell carcinoma	764961009
9572	319298	Papillary renal cell carcinoma	1268503008
9573	247203	Collecting duct carcinoma	1268499002
9574	319276	Clear cell renal carcinoma	1268351001
9657	93347	Anauxetic dysplasia	764460003
9665	99914	Gynandroblastoma	254867003
9936	98813	Hypohidrotic ectodermal dysplasia with immunodeficiency	703525006
10066	498485	Overgrowth-metaphyseal undermodeling-spondylar dysplasia syndrome	1169363004
10070	251639	Subependymoma	15629411000119106
10072	85182	Diaphyseal medullary stenosis-bone malignancy syndrome	389216001
9578	243367	Acute fatty liver of pregnancy	716379000
9583	447753	Autosomal dominant spastic paraplegia type 9A	1187465008
10001	53689	Congenital chloride diarrhea	24412005
10005	871	Familial progressive cardiac conduction defect	283645003
9687	1247	Schistosomiasis	10087007
9688	98954	Meesmann corneal dystrophy	1674008
9953	251627	Oligodendroglioma	1268717002
9766	83467	Morvan syndrome	763803004
9769	251656	Oligoastrocytoma	1268898002
9778	71279	CANOMAD syndrome	715624006
9696	91481	Ring dermoid of cornea	723499000
9959	83476	West-Nile encephalitis	392662004
10014	97352	Pellagra	418186002
10084	141148	Hemifacial myohyperplasia	699420006
9903	93338	Polysyndactyly	84598000
9905	144	Lynch syndrome	716318002
9706	91496	Snowflake vitreoretinal degeneration	232002000
10018	98974	Fuchs endothelial corneal dystrophy	193839007
9796	275517	Autoimmune lymphoproliferative syndrome with recurrent viral infections	722290008
9797	275523	Dianzani autoimmune lymphoproliferative disease	721093000
9632	77295	Odontoleukodystrophy	722064003
9634	994	Fetal akinesia deformation sequence	401138005
9964	97234	Glycogen storage disease due to phosphoglycerate mutase deficiency	61772003
9965	83639	Hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency	724344004
9806	493342	Vibratory urticaria	51247001
9808	251612	Pilocytic astrocytoma	763865009
9809	86880	Enteropathy-associated T-cell lymphoma	277654008
9810	156731	Dyssegmental dysplasia, Rolland-Desbuquois type	95243004
9812	86872	T-cell large granular lymphocyte leukemia	277545003
9817	98808	Autosomal dominant dopa-responsive dystonia	715768000
9818	79107	Developmental malformations-deafness-dystonia syndrome	721092005
9820	464343	Catastrophic antiphospholipid syndrome	609329007
9725	137617	Nephrogenic systemic fibrosis	424114000
10099	33573	Gamma-glutamyl transpeptidase deficiency	78586005
10101	168443	Spondyloepimetaphyseal dysplasia-hypotrichosis syndrome	773300008
10133	139552	Distal hereditary motor neuropathy, Jerash type	763533003
10106	178389	Osteopetrosis-hypogammaglobulinemia syndrome	773730002
10116	91132	Ichthyosis-hypotrichosis syndrome	724277002
10126	79256	GM1 gangliosidosis type 2	18756002
10781	53540	Goldmann-Favre syndrome	232065000
10796	276429	Hypnic headache	122711000119109
10791	250831	Logopenic progressive aphasia	716380002
10801	34149	Autosomal dominant tubulointerstitial kidney disease	726018006
10795	443070	Hemicrania continua	443095000
10803	313	Lamellar ichthyosis	205550003
10804	213531	Metaplastic carcinoma of the breast	1268539002
10816	254463	Lichen planus pigmentosus	717061002
10821	83594	Eastern equine encephalitis	416925005
10822	458718	Idiopathic spontaneous coronary artery dissection	1197364005
10778	169142	Recurrent infection due to specific granule deficiency	1144934003
10755	96078	16p13.3 microduplication syndrome	733473000
10760	137625	Glycogen storage disease due to muscle and heart glycogen synthase deficiency	725027004
10768	569	Familial or sporadic hemiplegic migraine	59292006
10764	289891	Hypermethioninemia due to glycine N-methyltransferase deficiency	763720007
10771	478	Kallmann syndrome	93559003
10741	99642	Spondyloepimetaphyseal dysplasia, Handigodu type	763885008
10491	86897	Langerhans cell sarcoma	724649000
10493	86873	Aggressive NK-cell leukemia	721310007
10649	209932	Cone dystrophy with supernormal rod response	719455002
10301	139455	Autosomal recessive bestrophinopathy	723828008
10306	93606	Nephrogenic syndrome of inappropriate antidiuresis	723440000
10312	85146	Neurogenic scapuloperoneal syndrome, Kaeser type	1208615009
10314	431255	Scapuloperoneal spinal muscular atrophy	230248006
10317	280671	Megaconial congenital muscular dystrophy	1230273004
10516	210115	Sterile multifocal osteomyelitis with periostitis and pustulosis	773702002
10616	93358	Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	766821006
10617	519384	Congenital cystic eye	58882000
10704	2254	Pontocerebellar hypoplasia type 1	718610008
10322	79157	2-methylbutyryl-CoA dehydrogenase deficiency	444838008
10323	35704	L-Arginine:glycine amidinotransferase deficiency	702440000
10332	69723	Tyrosinemia type 3	415764005
10520	141007	Orofaciodigital syndrome type 9	718680001
10526	69083	Ectodermal dysplasia with natal teeth, Turnpenny type	715576000
10333	251359	Sickle cell-beta-thalassemia disease syndrome	127041004
10341	83473	Megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome	722036008
10538	171629	Autosomal recessive spastic paraplegia type 35	764688002
10620	178355	Smith-McCort dysplasia	715862006
10664	443084	Baroreflex failure	425892007
10667	329466	Autosomal dominant focal dystonia, DYT25 type	719516000
10142	216804	Osteogenesis imperfecta type 2	205496008
10144	166265	Dentinogenesis imperfecta type 3	234970006
10352	71290	Familial platelet disorder with associated myeloid malignancy	725034002
10354	496693	Omphalocele-diaphragmatic hernia-cardiovascular anomalies-radial ray defect syndrome	1172589000
10556	86870	CD4+/CD56+ hematodermic neoplasm	445105005
10708	97249	Pontocerebellar hypoplasia type 3	718609003
10710	166073	Pontocerebellar hypoplasia type 6	718606005
10153	31837	Pulmonary venoocclusive disease	89420002
10156	264688	Congenital chylothorax	233646003
10163	307766	Curly hair-acral keratoderma-caries syndrome	763686007
10355	91498	Familial congenital palsy of trochlear nerve	782679002
10562	137810	Nodular cutaneous amyloidosis	716704007
10631	251607	Pleomorphic xanthoastrocytoma	1259817003
10177	521219	Mirizzi syndrome	4283007
10679	88950	UMOD-related autosomal dominant tubulointerstitial kidney disease	723373006
10181	293202	Epithelioid sarcoma	1268547002
10184	398088	Hereditary cryohydrocytosis with normal stomatin	773489008
10411	370396	Small cell carcinoma of the ovary	1268540000
10413	730	Autosomal dominant polycystic kidney disease	765330003
10416	391665	Homozygous familial hypercholesterolemia	238078005
10417	465508	Symptomatic form of hemochromatosis type 1	1237181009
10585	86829	Chronic neutrophilic leukemia	188734009
10216	443162	NDE1-related microhydranencephaly	1237462006
10220	137678	Spondyloepiphyseal dysplasia with metatarsal shortening	720826006
10237	65284	Biotin-thiamine-responsive basal ganglia disease	703522009
10443	477738	Pediatric multiple sclerosis	1186728004
10593	217371	Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins	720461006
10594	217382	Neurodegenerative syndrome due to cerebral folate transport deficiency	711403001
10632	251618	Subependymal giant cell astrocytoma	449799008
10633	251643	Myxopapillary ependymoma	1156407001
10634	251646	Anaplastic ependymoma	1268965008
10635	251679	Astroblastoma	1268960003
10693	141327	Orofaciodigital syndrome type 12	763834000
10728	439854	Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease	1230303001
10731	59306	McLeod neuroacanthocytosis syndrome	724172004
10247	870	Down syndrome	41040004
10252	289390	Primary Sjögren syndrome	239912009
10637	251663	Anaplastic oligoastrocytoma	1259813004
10639	251957	Anaplastic ganglioglioma	1259819000
10640	251946	Dysembryoplastic neuroepithelial tumor	87211000119104
10694	141330	Orofaciodigital syndrome type 13	763835004
10266	85458	Hereditary cerebral hemorrhage with amyloidosis	724357007
10267	309147	Hyper-beta-alaninemia	2359002
10467	464321	Multifocal lymphangioendotheliomatosis-thrombocytopenia syndrome	1208725005
10471	34514	Telethonin-related limb-girdle muscular dystrophy R7	720522001
10642	251931	Cerebellar liponeurocytoma	716592003
10732	542310	Leukoencephalopathy with calcifications and cysts	1186710001
10277	2952	Adducted thumbs-arthrogryposis syndrome, Christian type	720463009
10602	95494	Combined pituitary hormone deficiencies, genetic forms	718182008
10604	85442	Short stature-pituitary and cerebellar defects-small sella turcica syndrome	721072003
10644	251919	Pineal parenchymal tumor of intermediate differenciation	1268888008
11973	86886	Angioimmunoblastic T-cell lymphoma	413537009
11983	397596	Activated PI3K-delta syndrome	711480000
10947	178338	UV-sensitive syndrome	698253007
10948	280379	Erythropoietic uroporphyria associated with myeloid malignancy	783615009
10951	158011	Necrobiotic xanthogranuloma	404164003
10954	6	3-methylcrotonyl-CoA carboxylase deficiency	13144005
10959	314777	Familial isolated pituitary adenoma	702375004
11000	319651	Constitutional megaloblastic anemia with severe neurologic disease	124178006
11003	401996	Karyomegalic interstitial nephritis	782738008
11004	79150	Linear and whorled nevoid hypermelanosis	403803002
10830	263432	Nevus of Ito	48543002
10872	3148	Malignant peripheral nerve sheath tumor	1268905005
10981	313808	Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia	702427005
10983	79152	Disseminated superficial actinic porokeratosis	41495000
11006	300501	Painful orbital and systemic neurofibromas-marfanoid habitus syndrome	773642001
11007	300504	Onychocytic matricoma	773641008
10837	96171	Ring chromosome 2 syndrome	765485000
10839	96172	Ring chromosome 3 syndrome	765486004
10841	251043	Ring chromosome 5 syndrome	765487008
10886	254492	Frontal fibrosing alopecia	717055000
10887	488265	Osteofibrous dysplasia	1234828008
11008	280576	Nestor-Guillermo progeria syndrome	773331001
11009	280586	Chondrodysplasia with joint dislocations, gPAPP type	782882009
11010	280598	Hereditary sensorimotor neuropathy with hyperelastic skin	782881002
10846	96175	Ring chromosome 11 syndrome	111310003
10855	96178	Ring chromosome 16 syndrome	763406004
10860	574	Monosomy 21	15841002
10865	1600	Monosomy 18q	270889005
10898	98872	Primary acquired pure red cell aplasia	765748009
10900	26106	Hereditary diffuse gastric cancer	716859000
11855	314422	Ameloblastic carcinoma	773624006
10905	1775	Dyskeratosis congenita	74911008
10985	54260	Left ventricular noncompaction	447935001
11927	456318	Hereditary sensory neuropathy-deafness-dementia syndrome	860812002
10916	538934	X-linked lymphoproliferative disease due to XIAP deficiency	1162830004
10917	139441	Hypomyelination with atrophy of basal ganglia and cerebellum	724283004
10919	269229	Pontine tegmental cap dysplasia	782884005
10921	100003	Intraneural perineurioma	768934004
10989	363649	Mandibular hypoplasia-deafness-progeroid features-lipodystrophy syndrome	773406003
11895	137672	Pellucid marginal degeneration	231938007
10925	83483	La Crosse encephalitis	61094002
10934	228423	Monocytopenia with susceptibility to infections	778024005
10995	402364	Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly	770725000
11897	1871	Progressive cone dystrophy	267613004
11898	254379	Linear lichen planus	44509000
10939	140944	CLOVES syndrome	719475006
10940	88633	Superior limbic keratoconjunctivitis	231903005
10942	238763	Glaucoma secondary to spherophakia/ectopia lentis and megalocornea	783246000
11906	171886	Cylindrical spirals myopathy	764525006
11908	166291	Dirofilariasis	73328005
10944	464443	COG6-CGD	1220574003
10945	391677	Short stature-optic atrophy-Pelger-Huët anomaly syndrome	1237618009
12173	505652	CDKL5-deficiency disorder	773230003
12062	420556	Visual snow syndrome	771237009
12074	141132	Oculo-auriculo-vertebral spectrum	1010685005
11992	306431	Adult-onset immunodeficiency with anti-interferon-gamma autoantibodies	784393004
12015	247762	Lipoblastoma	400102008
12016	252050	Primary melanoma of the central nervous system	277530005
12027	146	Differentiated thyroid carcinoma	772992009
12032	95854	Levocardia	205769006
12162	97239	Reducing body myopathy	42779002
12048	97567	Immunotactoid glomerulopathy	726082003
12059	370933	GM3 synthase deficiency	722762005
12109	33364	Trichothiodystrophy	723551003
12125	289666	Plasmablastic lymphoma	724648008
13591	443236	Postural orthostatic tachycardia syndrome due to NET deficiency	1217211002
13593	251975	Rosette-forming glioneuronal tumor	770682007
13594	352649	Brain dopamine-serotonin vesicular transport disease	717942003
13488	508093	MEPAN syndrome	1236805005
13489	500150	Brain malformations-musculoskeletal abnormalities-facial dysmorphism-intellectual disability syndrome	1169355000
13606	48377	Subcorneal pustular dermatosis	25147002
13613	90066	Pneumonia caused by Pseudomonas aeruginosa infection	1208602000
13409	412069	AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome	774068004
